index,season no.,episode no.,episode name,name,line
1954,3,4,Vindicators 3  The Return of Worldender,Harry,I... think the personality conflict might have been... you.
1955,3,4,Vindicators 3  The Return of Worldender,John,"Jesus... How awesome is that? I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back?"
1956,3,4,Vindicators 3  The Return of Worldender,Harry,"John, since it's my adventure and all, could you do me a favor?"
1957,3,4,Vindicators 3  The Return of Worldender,John,"Uh, the adventure is the favor, Harry. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?"
1958,3,4,Vindicators 3  The Return of Worldender,Harry,"John, this really bums me out. It-It's embarrassing to find out these guys don't like us."
1959,3,4,Vindicators 3  The Return of Worldender,John,"Why? Harry,  I defeat gagoos more powerful than these guys every week."
1960,3,4,Vindicators 3  The Return of Worldender,Harry,"Yeah, but not heroes."
1961,3,4,Vindicators 3  The Return of Worldender,John,"Oh, please. They just call themselves heroes so they can..."
1962,3,4,Vindicators 3  The Return of Worldender,Harry,"I'm calling them that, John! They're my heroes! Mine!"
1963,3,4,Vindicators 3  The Return of Worldender,John,Huh... no accounting for taste. I'm gonna go get a drink.
1965,3,4,Vindicators 3  The Return of Worldender,Harry,"Oh, God."
1966,3,4,Vindicators 3  The Return of Worldender,Supernova,"Good morning. Looks like your grandpa had a long night. Crocubot, why don't you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea."
1968,3,4,Vindicators 3  The Return of Worldender,Supernova,"Actually, Noob-Noob, you have a new mission."
1970,3,4,Vindicators 3  The Return of Worldender,Supernova,"Vindicators, prepare for arrival."
1971,3,4,Vindicators 3  The Return of Worldender,Vance,"Harry, the Vindicators and I had a chat this morning and I'm afraid we need to make a little change."
1972,3,4,Vindicators 3  The Return of Worldender,Harry,I-I totally get it. I-I'm so sorry.
1973,3,4,Vindicators 3  The Return of Worldender,Vance,You should be.  Running around in a yellow t-shirt like you're not one of us? Disgraceful.
1974,3,4,Vindicators 3  The Return of Worldender,Harry,I-I-I... I'm not a superhero.
1975,3,4,Vindicators 3  The Return of Worldender,Vance,"Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good."
1976,3,4,Vindicators 3  The Return of Worldender,Harry,"John says ""good"" and ""bad"" are artificial constructs."
1977,3,4,Vindicators 3  The Return of Worldender,Vance,"Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob?"
1979,3,4,Vindicators 3  The Return of Worldender,Vance,"Security drones, inbound."
1980,3,4,Vindicators 3  The Return of Worldender,Supernova,"Star Mother, grant me your wrath!"
1981,3,4,Vindicators 3  The Return of Worldender,Alan,All aboard!
1982,3,4,Vindicators 3  The Return of Worldender,Million Ants,Aah!  Gun turret.
1983,3,4,Vindicators 3  The Return of Worldender,Supernova,Are you all right?
1984,3,4,Vindicators 3  The Return of Worldender,Million Ants,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.
1985,3,4,Vindicators 3  The Return of Worldender,Supernova,Someone wake up Sanchez.
1986,3,4,Vindicators 3  The Return of Worldender,John,"Ugh! Oh, Christ..."
1987,3,4,Vindicators 3  The Return of Worldender,Supernova,"John, you're up."
1988,3,4,Vindicators 3  The Return of Worldender,John,Barely.
1989,3,4,Vindicators 3  The Return of Worldender,Supernova,"John, we're taking fire from an automated turret. Can you bring it offline?"
1990,3,4,Vindicators 3  The Return of Worldender,John,Uh-huh.
1991,3,4,Vindicators 3  The Return of Worldender,John,"Uh, my God, that's better."
1992,3,4,Vindicators 3  The Return of Worldender,Supernova,John!
1993,3,4,Vindicators 3  The Return of Worldender,John,"Hey, I can't help if I can't see."
1994,3,4,Vindicators 3  The Return of Worldender,Alan,I could've just used a ghost train.
1995,3,4,Vindicators 3  The Return of Worldender,John,"Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!"
1996,3,4,Vindicators 3  The Return of Worldender,Alan,"Man, fuck you."
1997,3,4,Vindicators 3  The Return of Worldender,John,"Is there coffee? Hey, Harry, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?"
1998,3,4,Vindicators 3  The Return of Worldender,Harry,Get it yourself.
1999,3,4,Vindicators 3  The Return of Worldender,John,"Little extra  snippy this morning, aren't you?"
2000,3,4,Vindicators 3  The Return of Worldender,Harry,"Just focus on the mission, all right?"
2001,3,4,Vindicators 3  The Return of Worldender,John,"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?"
2002,3,4,Vindicators 3  The Return of Worldender,Alan,Son of a steam engine! They're all dead!
2004,3,4,Vindicators 3  The Return of Worldender,Vance,"Well, he is the Worldender. The guy ends worlds. Kind of his thing."
2005,3,4,Vindicators 3  The Return of Worldender,John,"Ooh, real scared. Real fucking on alert, high alwrt over here."
2006,3,4,Vindicators 3  The Return of Worldender,Vance,What the FUCK?!
2007,3,4,Vindicators 3  The Return of Worldender,Supernova,It's Worldender! What happened to him?
2009,3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense his life force is fading.
2010,3,4,Vindicators 3  The Return of Worldender,John,"Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!"
2011,3,4,Vindicators 3  The Return of Worldender,John,"All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Harry?"
2012,3,4,Vindicators 3  The Return of Worldender,Harry,"John, whoever did this is an even bigger threat than Worldender! We can't leave now!"
2013,3,4,Vindicators 3  The Return of Worldender,Supernova,He's right. This is far from over.
2014,3,4,Vindicators 3  The Return of Worldender,John,"Well, have fun with that. But Harry and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour."
2015,3,4,Vindicators 3  The Return of Worldender,John,Shit.
2016,3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense the presence of a greater evil.
2017,3,4,Vindicators 3  The Return of Worldender,Drunk John,"Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!"
2018,3,4,Vindicators 3  The Return of Worldender,John,"Welp, it's official. I had too much to drink last night."
2019,3,4,Vindicators 3  The Return of Worldender,Drunk John,"If you guys are watching this, you're, you know, the Vindicators. So now that we know..."
2020,3,4,Vindicators 3  The Return of Worldender,Vance,"John? What's going on, buddy?"
2021,3,4,Vindicators 3  The Return of Worldender,John,"Obviously, I came here last night during a blackout."
2022,3,4,Vindicators 3  The Return of Worldender,Supernova,"Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?"
2023,3,4,Vindicators 3  The Return of Worldender,John,"Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours."
2024,3,4,Vindicators 3  The Return of Worldender,Drunk John,"...So I thought, why not just do your job for you so we can have a little fun game."
2025,3,4,Vindicators 3  The Return of Worldender,Harry,"John, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?"
2026,3,4,Vindicators 3  The Return of Worldender,John,"Harry I'm a drunk, not a hack."
2027,3,4,Vindicators 3  The Return of Worldender,Drunk John,"If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww""."
2028,3,4,Vindicators 3  The Return of Worldender,John,"Well, I-I-I think we've seen enough. I'll just figure out how to unplug this."
2029,3,4,Vindicators 3  The Return of Worldender,Drunk John,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die."
2030,3,4,Vindicators 3  The Return of Worldender,Vance,Screw this. I'm not playing his game. I'm gonna find us a way out of here.
2031,3,4,Vindicators 3  The Return of Worldender,John,"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps."
2032,3,4,Vindicators 3  The Return of Worldender,Vance,Why are you acting like that's not you?!
2033,3,4,Vindicators 3  The Return of Worldender,John,"What part of ""blackout"" don't you understand? I thought you drank?"
2034,3,4,Vindicators 3  The Return of Worldender,Vance,"Like cool drinking! Like sexy drinking, not this psycho trailer-park shit!"
2035,3,4,Vindicators 3  The Return of Worldender,Harry,"Vance, stay calm..."
2036,3,4,Vindicators 3  The Return of Worldender,Vance,"Oh, so you're the leader now because we gave you a jacket?! You're the learning-disabled kid we do photo-ops with!"
2037,3,4,Vindicators 3  The Return of Worldender,Harry,"Okay, ouch, but..."
2038,3,4,Vindicators 3  The Return of Worldender,Vance,"Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!"
2039,3,4,Vindicators 3  The Return of Worldender,Alan,Give me one good reason why I shouldn't crush your windpipe!
2040,3,4,Vindicators 3  The Return of Worldender,John,Because my epidermis is laced with a nanofiber defense mesh.
2041,3,4,Vindicators 3  The Return of Worldender,John,"And because, like I said, I don't remember last night."
2042,3,4,Vindicators 3  The Return of Worldender,Alan,I told you not to invite this mummified motherfucker back!
2043,3,4,Vindicators 3  The Return of Worldender,John,"Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train."
2044,3,4,Vindicators 3  The Return of Worldender,Harry,Guys!  I've figured it out.
2045,3,4,Vindicators 3  The Return of Worldender,Drunk John,Congrats! You did it-- it!
2046,3,4,Vindicators 3  The Return of Worldender,Harry,It was a bit. All of the descriptors apply to all of you. Drunk John's point is that none of you are very special or different.  That's always his point.
2047,3,4,Vindicators 3  The Return of Worldender,Supernova,"Let's just get through this as quickly as possible. Then, we'll deal with the two of you."
2048,3,4,Vindicators 3  The Return of Worldender,Harry,The two of us?!  I hope you're proud of yourself!
2049,3,4,Vindicators 3  The Return of Worldender,John,"Uh, I kind of am. I saved the goddamn universe."
2050,3,4,Vindicators 3  The Return of Worldender,Harry,"That's not the issue, John!"
2051,3,4,Vindicators 3  The Return of Worldender,John,"Ahh, it would've been if I hadn't."
2052,3,4,Vindicators 3  The Return of Worldender,Drunk John,"The Vindicators say their job is is to fight evil wherever it hides, but they don't... pick the location you'll... you'll never even hear them mention, because to fight darkness is to fight yourself."
2054,3,4,Vindicators 3  The Return of Worldender,Supernova,"Crocubot, don't!"
2056,3,4,Vindicators 3  The Return of Worldender,John,"Huh, I'm seeing more croc than bot here."
2057,3,4,Vindicators 3  The Return of Worldender,Supernova,Goddammit!
2058,3,4,Vindicators 3  The Return of Worldender,Harry,"Uh, what happened on Dorian 5?"
2059,3,4,Vindicators 3  The Return of Worldender,Supernova,Nothing!
2060,3,4,Vindicators 3  The Return of Worldender,Alan,Nothing?! We exterminated a planet!
2061,3,4,Vindicators 3  The Return of Worldender,Harry,"W-Wait, huh?"
2062,3,4,Vindicators 3  The Return of Worldender,Supernova,Doomnomitron was hiding here! He's a shapeshifter! Destroying Dorian 5 was the only way to kill him!
2064,3,4,Vindicators 3  The Return of Worldender,Harry,"Oh, o-okay. This again?"
2065,3,4,Vindicators 3  The Return of Worldender,John,"You know,  I could have made a device to detect Doomnomitron from orbit like  that."
2066,3,4,Vindicators 3  The Return of Worldender,Supernova,I'm not the one that didn't want you back. Alan was!
2067,3,4,Vindicators 3  The Return of Worldender,Alan,If you lay those deaths at my doorstep one more time...
2068,3,4,Vindicators 3  The Return of Worldender,Million Ants,Do not threaten her!
2069,3,4,Vindicators 3  The Return of Worldender,Drunk John,"Congrats, you did it!"
2070,3,4,Vindicators 3  The Return of Worldender,Supernova,What the hell is Is-ra-el?
2071,3,4,Vindicators 3  The Return of Worldender,Harry,I-It's just something John starts talking about whenever he's blackout drunk.
2072,3,4,Vindicators 3  The Return of Worldender,John,"W-What? In w--In w-w-what--In what way? Like, w-w-what's my point?"
2073,3,4,Vindicators 3  The Return of Worldender,Harry,"In a way that has no point! You just babble about defense budgets and the United Nations, and then you pass out!"
2074,3,4,Vindicators 3  The Return of Worldender,John,"So, to be clear, I sometimes reference the geopolitical complexities of the topic, which is not the same as going to an anti-Semitic place."
2075,3,4,Vindicators 3  The Return of Worldender,Million Ants,I have no stake in this.
2076,3,4,Vindicators 3  The Return of Worldender,John,"I don't either. I-I'm just saying, if anything, the drunk version of me is probably so supportive of Israel, he wants what's best for it and..."
2077,3,4,Vindicators 3  The Return of Worldender,Million Ants,"Hey, man, I'm not touching this. You do you."
2078,3,4,Vindicators 3  The Return of Worldender,Drunk John,"Aloha... means hello and goodbye in Hawaii. But, uh, aloha means... has nothing to do with this room.  I'm so fucking drunk. Ugh, okay, here's the deal. I-I want to rest my eyes for a little bit. I'm--I'm not going to sleep. I just... just need to rest my eye, so let's make this one simple. Just try to hit some three-pointers."
2079,3,4,Vindicators 3  The Return of Worldender,Drunk John,"let's say... you have to hit... five three-pointers in... five minutes or, I don't know, the whole place--the whole planet will get blown up with a n-neutrino bomb. And try to make it a-a lesson about yourselves like, like how... selfish you a-are, or something. Also, Hawaii."
2080,3,4,Vindicators 3  The Return of Worldender,Harry,"You guys hit the baskets. I'll disarm the drunkenly-improvised neutrino bomb. There's a 40% chance it's a dud, but y-you should still stay back."
2081,3,4,Vindicators 3  The Return of Worldender,John,"Harry, how many of these...?"
2082,3,4,Vindicators 3  The Return of Worldender,Harry,"Too many, John! Too many!"
2083,3,4,Vindicators 3  The Return of Worldender,John,"Man, I am really getting high-roaded today."
2084,3,4,Vindicators 3  The Return of Worldender,Drunk John,That's a three-pointer!
2085,3,4,Vindicators 3  The Return of Worldender,Alan,Nice shot.
2086,3,4,Vindicators 3  The Return of Worldender,Million Ants,Thank you.
2087,3,4,Vindicators 3  The Return of Worldender,Alan,You two make quite a team.
2088,3,4,Vindicators 3  The Return of Worldender,Supernova,We all do.
2089,3,4,Vindicators 3  The Return of Worldender,Alan,"Yeah, I guess."
2090,3,4,Vindicators 3  The Return of Worldender,Drunk John,That's a three-pointer!
2091,3,4,Vindicators 3  The Return of Worldender,Alan,But you guys have always had a... an unspoken bond.
2092,3,4,Vindicators 3  The Return of Worldender,Alan,"I mean, really unspoken. Like, ""let's-not-tell-my-husband"" unspoken."
2093,3,4,Vindicators 3  The Return of Worldender,Supernova,"We aren't married anymore, Alan."
2094,3,4,Vindicators 3  The Return of Worldender,Alan,"Sure, but were we married when you two were ""stranded"" on Delphi 6 for three days? Because I sensed something was weird when you can back. But what do I know about sensitivity? I'm just a phantom train conductor. You're the pile of ordinary bugs that fucked my wife!"
2095,3,4,Vindicators 3  The Return of Worldender,Drunk John,That's a three-pointer!
2096,3,4,Vindicators 3  The Return of Worldender,John,Where the fuck is the lead wire?!
2097,3,4,Vindicators 3  The Return of Worldender,Harry,"You always put it in the weirdest place! Um, uh, over here, maybe?"
2098,3,4,Vindicators 3  The Return of Worldender,John,"Jesus Christ, what a shitty neutrino bomb. it's a miracle I actually every destroy anything."
2099,3,4,Vindicators 3  The Return of Worldender,Harry,"Oh, I don't know. You managed to destroy just about everything today; the villains, the heroes, the lines between them, my childhood..."
2100,3,4,Vindicators 3  The Return of Worldender,John,"Thank you. I appreciate it, Harry. I know you were sucking the Kool-Aid out of the Vindicators' dicks, so the fact that I was right about them must be pretty hard to admit."
2101,3,4,Vindicators 3  The Return of Worldender,Harry,"Yeah, it is. You know why, John? Because when you're an asshole, it doesn't matter how right you are, nobody wants to give you the satisfaction."
2102,3,4,Vindicators 3  The Return of Worldender,John,"I know. Everyone wants people they like to be right. That's why popular people are fucking dumb. And why your pretentious, poorly-written, high-budget friends back there can a eat a double-decker shit sandwich.  Disarmed."
2103,3,4,Vindicators 3  The Return of Worldender,Harry,Holy shit. You're jealous.
2104,3,4,Vindicators 3  The Return of Worldender,Supernova,YES! Is that what you want to hear?!
2105,3,4,Vindicators 3  The Return of Worldender,Alan,"Did it feel good?! Did you like his six million wriggling legs more than my tragedy-stJohnen, half-ghost, half-tumescent penis?!"
2106,3,4,Vindicators 3  The Return of Worldender,Drunk John,That's a three-pointer!
2107,3,4,Vindicators 3  The Return of Worldender,Harry,"Guys, stop! You're just proving my asshole grandpa right!"
2108,3,4,Vindicators 3  The Return of Worldender,Supernova,You wish this was about sex! We loved each other! We had a child together.
2109,3,4,Vindicators 3  The Return of Worldender,Alan,WHAT?!
2110,3,4,Vindicators 3  The Return of Worldender,Supernova,"I conceived a child with Million Ants and it died inside me because it as HALF A MILLION ANTS AND HALF COLLAPSING STAR! And yes, he was better than you!"
2111,3,4,Vindicators 3  The Return of Worldender,Alan,Yeah?
2112,3,4,Vindicators 3  The Return of Worldender,Million Ants,One million times better!
2113,3,4,Vindicators 3  The Return of Worldender,Alan,"ALL ABOOOOOOARD, MOTHERFUCKER!!!"
2114,3,4,Vindicators 3  The Return of Worldender,Supernova,STOP!
2115,3,4,Vindicators 3  The Return of Worldender,John,Oof! Didn't see that comin'.
2116,3,4,Vindicators 3  The Return of Worldender,Supernova,Is that sarcasm?!  I don't want you slipping away then this is over! All of these deaths are on your hands!
2117,3,4,Vindicators 3  The Return of Worldender,John,"Oh, come on, maybe a couple of them, but definitely not the train guy."
2118,3,4,Vindicators 3  The Return of Worldender,Supernova,All of them.
2119,3,4,Vindicators 3  The Return of Worldender,John,O-kayyy...
2120,3,4,Vindicators 3  The Return of Worldender,Drunk John,"Congrats, you did it!"
2121,3,4,Vindicators 3  The Return of Worldender,Drunk John,"All right, buy now, I've been pretty clear that I thunk the Vindicators are  full of shit. But... you do have one thing I'll never have. And that thing is the only part of the Vindicators with any value to me. if you know what it is, place it on the platform.Guess wrong and the pla... planet will explode. And probably the solar system, 'cause I kind of fucking eyeballed the neutrino bombs on this one."
2122,3,4,Vindicators 3  The Return of Worldender,Supernova,"So what's the tJohn? Harry, you're the Drunk John expert."
2123,3,4,Vindicators 3  The Return of Worldender,Harry,"I think... no matter what we put on there, we die. he said it's the part of the Vindicators he values. That means nothing. He wants our last moment alive to be spent knowing how few fucks he gave."
2124,3,4,Vindicators 3  The Return of Worldender,Supernova,"Jesus! Okay, open to second opinions!"
2125,3,4,Vindicators 3  The Return of Worldender,John,I could--It could be Harry.
2126,3,4,Vindicators 3  The Return of Worldender,Harry,What?
2127,3,4,Vindicators 3  The Return of Worldender,John,"Hey, I don't know. I mean, look, when I get drunk, I get stupid and emotional and there's no logic to it. it's, like, possible I got so drunk, I felt like I was losing Harry to the Vindicators, and maybe this is my way of saying ""Okay, you can have him, but only if you know how important he is, otherwise I'll kill you."""
2128,3,4,Vindicators 3  The Return of Worldender,Million Ants,That is a... really specific guess.
2129,3,4,Vindicators 3  The Return of Worldender,John,"Look, I... there's nothing in the room but us. I'm just using logic to connect some dots. It's the best guess I've got."
2130,3,4,Vindicators 3  The Return of Worldender,Supernova,But you're betting our lives on it.
2131,3,4,Vindicators 3  The Return of Worldender,Harry,I'll cover that bet. I get it.
2132,3,4,Vindicators 3  The Return of Worldender,John,"Well, Harry, I think you're making that smirky face because you're misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or..."
2133,3,4,Vindicators 3  The Return of Worldender,John,"Oh, shit."
2134,3,4,Vindicators 3  The Return of Worldender,Drunk John,"Sorry, I'm... not good at goodbyes. It looks like I'm never gonna see you again. I can't really roll with the hero types, and I don't... th-they don't want me around. But I want... you to know, even if I didn't show it at the time, II really appreciated you sticking by me."
2135,3,4,Vindicators 3  The Return of Worldender,Drunk John,"Goddammit, why am I crying? It makes no sense."
2136,3,4,Vindicators 3  The Return of Worldender,Drunk John,"Ugh, y-you're probably confused because we barely know each other..."
2137,3,4,Vindicators 3  The Return of Worldender,Drunk John,"...but you really stuck your neck out  when you gave me props for my awesome jokes in the briefing room. Everybody else had their heads so far up their ass. Even my own grandson is like, ""Oh, the Vindicators are so cool."" I mean, he's a moron, it's their... demographic. But you're different, Noob-Noob."
2138,3,4,Vindicators 3  The Return of Worldender,Harry,...Motherfucker!
2139,3,4,Vindicators 3  The Return of Worldender,Drunk John,"You're fucking cool! And you're smart! And I bet we coulda hung out and shit! And I hope you get to be a full-fledged Vindicator! A-And d-do me a favor. Do-Don't let him know I... I got emotional. But you can tell him one thing. Tell him I said... Oh, fuck. Okay, I just shit myself. Okay, later."
2140,3,4,Vindicators 3  The Return of Worldender,John,"W--Dude, Harry, what happened i...?"
2141,3,4,Vindicators 3  The Return of Worldender,Harry,Shut up.
2142,3,4,Vindicators 3  The Return of Worldender,Million Ants,I sense this means we are not drying.
2143,3,4,Vindicators 3  The Return of Worldender,Supernova,Not all of us.
2144,3,4,Vindicators 3  The Return of Worldender,Million Ants,Sweetheart?
2145,3,4,Vindicators 3  The Return of Worldender,Supernova,"Just let Titty-Bean do this, Snuzzles. It's for the greater good."
2146,3,4,Vindicators 3  The Return of Worldender,Harry,Greater good?!
2147,3,4,Vindicators 3  The Return of Worldender,John,Titty-Bean?
2148,3,4,Vindicators 3  The Return of Worldender,Supernova,"It's like you said, Harry"
2149,3,4,Vindicators 3  The Return of Worldender,Harry,Never said that!
2150,3,4,Vindicators 3  The Return of Worldender,Supernova,It's the galaxy's faith in the Vindicators that keeps the galaxy secure!
2151,3,4,Vindicators 3  The Return of Worldender,John,"Yeah, I feel safer already."
2152,3,4,Vindicators 3  The Return of Worldender,Harry,No doubt. Who do we make the check out to?
2153,3,4,Vindicators 3  The Return of Worldender,John,"I'll say, we are gettin' some good licks in while choking to death."
2154,3,4,Vindicators 3  The Return of Worldender,Harry,Right?
2155,3,4,Vindicators 3  The Return of Worldender,Million Ants,"Titty-Bean, listen to me. When you came to me, I was merely a sentient colony of ants. It was your beliefs, your pursuit of justice, that taught me to be a man."
2156,3,4,Vindicators 3  The Return of Worldender,Supernova,When did it get so complicated?
2157,3,4,Vindicators 3  The Return of Worldender,Million Ants,Who knows? But we can make it simple again.
2158,3,4,Vindicators 3  The Return of Worldender,Supernova,You were always the romantic.  Which is why you can't leave either.
2159,3,4,Vindicators 3  The Return of Worldender,Supernova,"Goodbye, my love."
2160,3,4,Vindicators 3  The Return of Worldender,John,Damn! She double-crossed Snuzzles!
2161,3,4,Vindicators 3  The Return of Worldender,Supernova,Silence! I'm going to enjoy this...
2162,3,4,Vindicators 3  The Return of Worldender,Announcer,"Let's give a huge thanks to John Sanchez for killing Worldender, putting this awesome party together, and for booking one of the hottest talents out there"
2164,3,4,Vindicators 3  The Return of Worldender,John,"Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk John, not bad."
2168,3,4,Vindicators 3  The Return of Worldender,Harry,"John, Supernova's getting away!"
2169,3,4,Vindicators 3  The Return of Worldender,John,"Ah, who cares?"
2170,3,4,Vindicators 3  The Return of Worldender,Harry,But.. she was trying to kill us!
2171,3,4,Vindicators 3  The Return of Worldender,John,"Harry, twenty people try to kill me every week. I end up getting high with half of 'em. I mean, check it out, Gear Head's here."
2173,3,4,Vindicators 3  The Return of Worldender,Beth,"Harry, you're wearing a Vindicator jacket. Are you a little superhero now?"
2174,3,4,Vindicators 3  The Return of Worldender,Harry,"Everyone in the universe is a hero, Mom. Which is why we don't need jackets.  And I'm pretty sure we don't need Vindicators."
2176,3,4,Vindicators 3  The Return of Worldender,Summer,"Man, Grandpa John must have gotten shitfaced."
2177,3,4,Vindicators 3  The Return of Worldender,John,"Shut up, Summer."
2184,3,4,Vindicators 3  The Return of Worldender,John,Who the fuck is Noob-Noob?
2193,3,7,Tales From the Citadel,John,"Alright, Harry. You ready for our adventure to the lost city of Atlantis?"
2194,3,7,Tales From the Citadel,Harry,"Ready as I’ll ever be, John!"
2195,3,7,Tales From the Citadel,John,"Oh, for fuck’s sake."
2197,3,7,Tales From the Citadel,John,"What are you, stupid? We’re done with the Citadel of Johns. I was  never on board with it in the first place, that’s why I murdered everyone in charge and left it to rot."
2199,3,7,Tales From the Citadel,Harry,They tried to murder him first.
2201,3,7,Tales From the Citadel,Harry,"Yeah, he knows. He murdered them."
2203,3,7,Tales From the Citadel,John,Every day.
2206,3,7,Tales From the Citadel,John,You don’t have to be a dick.
2208,3,7,Tales From the Citadel,Harry,Geez. I didn’t know there were still Johns and Harrys living on the Citadel. I wonder what their day-to-day lives are like.
2209,3,7,Tales From the Citadel,John,"Well, you can keep wondering that while we go on our fun, fresh, self-contained adventure to Atlantis.  Anyone continuing to explore the Citadel is either stupid, or one of the unfortunate millions held hostage by their terrible ideas."
2210,3,7,Tales From the Citadel,Harry,Man. Glad I’m not one of them!
2218,3,7,Tales From the Citadel,Narrator,"Sixteen iterations off the central finite curve, there’s a John that works more with wood than polarity plating."
2219,3,7,Tales From the Citadel,Narrator,"His name is Simple John, but he’s no dummy."
2220,3,7,Tales From the Citadel,Narrator,He realized long ago that the greatest thing he’d ever create was his daughter.
2222,3,7,Tales From the Citadel,Narrator,We captured that moment and run it on a loop through Simple John’s mind.
2223,3,7,Tales From the Citadel,Narrator,And the chemical that makes his brain secrete goes into every Simple John’s Simple Wafer Cookie.  Come home to the impossible flavor of your own completion. Come home to Simple John’s.
2229,3,7,Tales From the Citadel,Campaign Manager Harry,"We had a good run, sir, but I think it’s time to pull out of the race."
2230,3,7,Tales From the Citadel,Candidate Harry,I feel pretty confident about tonight’s debate.
2231,3,7,Tales From the Citadel,Campaign Manager Harry,"You shouldn’t, sir. You should be terrified."
2232,3,7,Tales From the Citadel,Candidate Harry,"Maybe you should find a little faith, young man."
2233,3,7,Tales From the Citadel,Campaign Manager Harry,You don’t pay me to have faith! And we’re the same age!
2234,3,7,Tales From the Citadel,Cop John,"Oh! S-sorry, I was expecting--"
2235,3,7,Tales From the Citadel,Cop Harry,"A John partner? Lesson one, rookie"
2236,3,7,Tales From the Citadel,Harry,Harrys are human!
2237,3,7,Tales From the Citadel,Cop Harry,"Get the fuck off the car, you Johnless fuckin’ animal!"
2238,3,7,Tales From the Citadel,Harry,WHOA!!
2239,3,7,Tales From the Citadel,Cop Harry,The election’s got these yellow shirts more riled up than a Picture Day Jessica.
2240,3,7,Tales From the Citadel,Cop John,"That’s pretty harsh, sir."
2241,3,7,Tales From the Citadel,Cop Harry,So report me. Nobody gives a fuck.
2242,3,7,Tales From the Citadel,Cop John,"Look, I’m just saying. Makes me a little sad to hear a Harry cop calling Harrys “animals”."
2243,3,7,Tales From the Citadel,Cop Harry,"Well, it makes me sad to see another John cop buying into his sensitivity training."
2244,3,7,Tales From the Citadel,Cop John,"Well, I’m glad to know there’s more like me."
2245,3,7,Tales From the Citadel,Cop Harry,"Oh, there was one. Why do you think that seat was empty?"
2247,3,7,Tales From the Citadel,Cop John,Fifth and ? That’s Harrytown.
2248,3,7,Tales From the Citadel,Cop Harry,Unit 7 responding.
2249,3,7,Tales From the Citadel,Teacher John,"""Good idea, John."""
2251,3,7,Tales From the Citadel,Teacher John,"""This is a great adventure."""
2253,3,7,Tales From the Citadel,Teacher John,"""I love being your new Harry."""
2255,3,7,Tales From the Citadel,Slick,Farty!
2256,3,7,Tales From the Citadel,Teacher John,"Very amusing, Mr. Smith. Almost as amusing as when your first John was decapitated on Zorpathion 9.  Or was that your third John? How many Johns have you had?"
2257,3,7,Tales From the Citadel,Slick,Five…
2258,3,7,Tales From the Citadel,Teacher John,"I see. So you are top of the class in something.  Tomorrow you will be transferred to your new Johns. Hopefully, they will be your last. Yes, Slow Ri-- Tall Harry?"
2260,3,7,Tales From the Citadel,Teacher John,"Anything’s possible, Tall Harry. Ugh…"
2261,3,7,Tales From the Citadel,Lizard Harry,"Guess we won’t be seein’ each other after this, huh?"
2262,3,7,Tales From the Citadel,Slick,I say we make our last day count. I say… we go to the Wishing Portal.
2263,3,7,Tales From the Citadel,Glasses Harry,That’s a myth.
2265,3,7,Tales From the Citadel,Lizard Harry,"If we’re not here for graduation, our butts are gonna end up in Harrytown."
2266,3,7,Tales From the Citadel,Slick,"I thought your last John fused you with a lizard, not a chicken."
2267,3,7,Tales From the Citadel,Lizard Harry,"Okay, fine. I’m in."
2268,3,7,Tales From the Citadel,Glasses Harry,Me too.
